EmployeeID,LastName,FirstName,OrderID,ProductID,UnitPrice,Quantity,CustomerID,CompanyName,Attribute,Value
1,Davolio,Nancy,10292,20,64.8,20,TRADH,Tradição Hipermercados,CategoryName,Confections
1,Davolio,Nancy,10292,20,64.8,20,TRADH,Tradição Hipermercados,SupplierName,"Specialty Biscuits, Ltd."
1,Davolio,Nancy,10293,18,50,12,TORTU,Tortuga Restaurante,ProductName,Carnarvon Tigers
1,Davolio,Nancy,10293,18,50,12,TORTU,Tortuga Restaurante,CategoryName,Seafood
1,Davolio,Nancy,10293,18,50,12,TORTU,Tortuga Restaurante,SupplierName,"Pavlova, Ltd."
1,Davolio,Nancy,10293,24,3.6,10,TORTU,Tortuga Restaurante,ProductName,Guaraná Fantástica
1,Davolio,Nancy,10293,24,3.6,10,TORTU,Tortuga Restaurante,CategoryName,Beverages
1,Davolio,Nancy,10293,24,3.6,10,TORTU,Tortuga Restaurante,SupplierName,Refrescos Americanas LTDA
1,Davolio,Nancy,10293,63,35.1,5,TORTU,Tortuga Restaurante,ProductName,Vegie-spread
1,Davolio,Nancy,10293,63,35.1,5,TORTU,Tortuga Restaurante,CategoryName,Condiments
1,Davolio,Nancy,10293,63,35.1,5,TORTU,Tortuga Restaurante,SupplierName,"Pavlova, Ltd."
1,Davolio,Nancy,10293,75,6.2,6,TORTU,Tortuga Restaurante,ProductName,Rhönbräu Klosterbier
1,Davolio,Nancy,10293,75,6.2,6,TORTU,Tortuga Restaurante,CategoryName,Beverages
1,Davolio,Nancy,10293,75,6.2,6,TORTU,Tortuga Restaurante,SupplierName,Plutzer Lebensmittelgroßmärkte AG
1,Davolio,Nancy,10304,49,16,30,TORTU,Tortuga Restaurante,ProductName,Maxilaku
1,Davolio,Nancy,10304,49,16,30,TORTU,Tortuga Restaurante,CategoryName,Confections
1,Davolio,Nancy,10304,49,16,30,TORTU,Tortuga Restaurante,SupplierName,Karkki Oy
1,Davolio,Nancy,10304,59,44,10,TORTU,Tortuga Restaurante,ProductName,Raclette Courdavault
1,Davolio,Nancy,10304,59,44,10,TORTU,Tortuga Restaurante,CategoryName,Dairy Products
1,Davolio,Nancy,10304,59,44,10,TORTU,Tortuga Restaurante,SupplierName,Gai pâturage
1,Davolio,Nancy,10304,71,17.2,2,TORTU,Tortuga Restaurante,ProductName,Flotemysost
1,Davolio,Nancy,10304,71,17.2,2,TORTU,Tortuga Restaurante,CategoryName,Dairy Products
1,Davolio,Nancy,10304,71,17.2,2,TORTU,Tortuga Restaurante,SupplierName,Norske Meierier
1,Davolio,Nancy,10306,30,20.7,10,ROMEY,Romero y tomillo,ProductName,Nord-Ost Matjeshering
1,Davolio,Nancy,10306,30,20.7,10,ROMEY,Romero y tomillo,CategoryName,Seafood
1,Davolio,Nancy,10306,30,20.7,10,ROMEY,Romero y tomillo,SupplierName,Nord-Ost-Fisch Handelsgesellschaft mbH
1,Davolio,Nancy,10306,53,26.2,10,ROMEY,Romero y tomillo,ProductName,Perth Pasties
1,Davolio,Nancy,10306,53,26.2,10,ROMEY,Romero y tomillo,CategoryName,Meat/Poultry
1,Davolio,Nancy,10306,53,26.2,10,ROMEY,Romero y tomillo,SupplierName,"G'day, Mate"
1,Davolio,Nancy,10306,54,5.9,5,ROMEY,Romero y tomillo,ProductName,Tourtière
1,Davolio,Nancy,10306,54,5.9,5,ROMEY,Romero y tomillo,CategoryName,Meat/Poultry
1,Davolio,Nancy,10306,54,5.9,5,ROMEY,Romero y tomillo,SupplierName,Ma Maison
1,Davolio,Nancy,10311,42,11.2,6,DUMON,Du monde entier,ProductName,Singaporean Hokkien Fried Mee
1,Davolio,Nancy,10311,42,11.2,6,DUMON,Du monde entier,CategoryName,Grains/Cereals
1,Davolio,Nancy,10311,42,11.2,6,DUMON,Du monde entier,SupplierName,Leka Trading
1,Davolio,Nancy,10311,69,28.8,7,DUMON,Du monde entier,ProductName,Gudbrandsdalsost
1,Davolio,Nancy,10311,69,28.8,7,DUMON,Du monde entier,CategoryName,Dairy Products
1,Davolio,Nancy,10311,69,28.8,7,DUMON,Du monde entier,SupplierName,Norske Meierier
1,Davolio,Nancy,10314,32,25.6,40,RATTC,Rattlesnake Canyon Grocery,ProductName,Mascarpone Fabioli
1,Davolio,Nancy,10314,32,25.6,40,RATTC,Rattlesnake Canyon Grocery,CategoryName,Dairy Products
1,Davolio,Nancy,10314,32,25.6,40,RATTC,Rattlesnake Canyon Grocery,SupplierName,Formaggi Fortini s.r.l.
1,Davolio,Nancy,10314,58,10.6,30,RATTC,Rattlesnake Canyon Grocery,ProductName,Escargots de Bourgogne
1,Davolio,Nancy,10314,58,10.6,30,RATTC,Rattlesnake Canyon Grocery,CategoryName,Seafood
1,Davolio,Nancy,10314,58,10.6,30,RATTC,Rattlesnake Canyon Grocery,SupplierName,Escargots Nouveaux
1,Davolio,Nancy,10314,62,39.4,25,RATTC,Rattlesnake Canyon Grocery,ProductName,Tarte au sucre
1,Davolio,Nancy,10314,62,39.4,25,RATTC,Rattlesnake Canyon Grocery,CategoryName,Confections
1,Davolio,Nancy,10314,62,39.4,25,RATTC,Rattlesnake Canyon Grocery,SupplierName,Forêts d'érables
1,Davolio,Nancy,10316,41,7.7,10,RATTC,Rattlesnake Canyon Grocery,ProductName,Jack's New England Clam Chowder
1,Davolio,Nancy,10316,41,7.7,10,RATTC,Rattlesnake Canyon Grocery,CategoryName,Seafood
1,Davolio,Nancy,10316,41,7.7,10,RATTC,Rattlesnake Canyon Grocery,SupplierName,New England Seafood Cannery
1,Davolio,Nancy,10316,62,39.4,70,RATTC,Rattlesnake Canyon Grocery,ProductName,Tarte au sucre
1,Davolio,Nancy,10316,62,39.4,70,RATTC,Rattlesnake Canyon Grocery,CategoryName,Confections
1,Davolio,Nancy,10316,62,39.4,70,RATTC,Rattlesnake Canyon Grocery,SupplierName,Forêts d'érables
1,Davolio,Nancy,10325,6,20,6,KOENE,Königlich Essen,ProductName,Grandma's Boysenberry Spread
1,Davolio,Nancy,10325,6,20,6,KOENE,Königlich Essen,CategoryName,Condiments
1,Davolio,Nancy,10325,6,20,6,KOENE,Königlich Essen,SupplierName,Grandma Kelly's Homestead
1,Davolio,Nancy,10325,13,4.8,12,KOENE,Königlich Essen,ProductName,Konbu
1,Davolio,Nancy,10325,13,4.8,12,KOENE,Königlich Essen,CategoryName,Seafood
1,Davolio,Nancy,10325,13,4.8,12,KOENE,Königlich Essen,SupplierName,Mayumi's
1,Davolio,Nancy,10325,14,18.6,9,KOENE,Königlich Essen,ProductName,Tofu
1,Davolio,Nancy,10325,14,18.6,9,KOENE,Königlich Essen,CategoryName,Produce
1,Davolio,Nancy,10325,14,18.6,9,KOENE,Königlich Essen,SupplierName,Mayumi's
1,Davolio,Nancy,10325,31,10,4,KOENE,Königlich Essen,ProductName,Gorgonzola Telino
1,Davolio,Nancy,10325,31,10,4,KOENE,Königlich Essen,CategoryName,Dairy Products
1,Davolio,Nancy,10325,31,10,4,KOENE,Königlich Essen,SupplierName,Formaggi Fortini s.r.l.
1,Davolio,Nancy,10325,72,27.8,40,KOENE,Königlich Essen,ProductName,Mozzarella di Giovanni
1,Davolio,Nancy,10325,72,27.8,40,KOENE,Königlich Essen,CategoryName,Dairy Products
1,Davolio,Nancy,10325,72,27.8,40,KOENE,Königlich Essen,SupplierName,Formaggi Fortini s.r.l.
1,Davolio,Nancy,10340,18,50,20,BONAP,Bon app',ProductName,Carnarvon Tigers
1,Davolio,Nancy,10340,18,50,20,BONAP,Bon app',CategoryName,Seafood
1,Davolio,Nancy,10340,18,50,20,BONAP,Bon app',SupplierName,"Pavlova, Ltd."
1,Davolio,Nancy,10340,41,7.7,12,BONAP,Bon app',ProductName,Jack's New England Clam Chowder
1,Davolio,Nancy,10340,41,7.7,12,BONAP,Bon app',CategoryName,Seafood
1,Davolio,Nancy,10340,41,7.7,12,BONAP,Bon app',SupplierName,New England Seafood Cannery
1,Davolio,Nancy,10340,43,36.8,40,BONAP,Bon app',ProductName,Ipoh Coffee
1,Davolio,Nancy,10340,43,36.8,40,BONAP,Bon app',CategoryName,Beverages
1,Davolio,Nancy,10340,43,36.8,40,BONAP,Bon app',SupplierName,Leka Trading
1,Davolio,Nancy,10351,38,210.8,20,ERNSH,Ernst Handel,ProductName,Côte de Blaye
1,Davolio,Nancy,10351,38,210.8,20,ERNSH,Ernst Handel,CategoryName,Beverages
1,Davolio,Nancy,10351,38,210.8,20,ERNSH,Ernst Handel,SupplierName,Aux joyeux ecclésiastiques
1,Davolio,Nancy,10351,41,7.7,13,ERNSH,Ernst Handel,ProductName,Jack's New England Clam Chowder
1,Davolio,Nancy,10351,41,7.7,13,ERNSH,Ernst Handel,CategoryName,Seafood
1,Davolio,Nancy,10351,41,7.7,13,ERNSH,Ernst Handel,SupplierName,New England Seafood Cannery
1,Davolio,Nancy,10351,44,15.5,77,ERNSH,Ernst Handel,ProductName,Gula Malacca
1,Davolio,Nancy,10351,44,15.5,77,ERNSH,Ernst Handel,CategoryName,Condiments
1,Davolio,Nancy,10351,44,15.5,77,ERNSH,Ernst Handel,SupplierName,Leka Trading
1,Davolio,Nancy,10351,65,16.8,10,ERNSH,Ernst Handel,ProductName,Louisiana Fiery Hot Pepper Sauce
1,Davolio,Nancy,10351,65,16.8,10,ERNSH,Ernst Handel,CategoryName,Condiments
1,Davolio,Nancy,10351,65,16.8,10,ERNSH,Ernst Handel,SupplierName,New Orleans Cajun Delights
1,Davolio,Nancy,10357,10,24.8,30,LILAS,LILA-Supermercado,ProductName,Ikura
1,Davolio,Nancy,10357,10,24.8,30,LILAS,LILA-Supermercado,CategoryName,Seafood
1,Davolio,Nancy,10357,10,24.8,30,LILAS,LILA-Supermercado,SupplierName,Tokyo Traders
1,Davolio,Nancy,10357,26,24.9,16,LILAS,LILA-Supermercado,ProductName,Gumbär Gummibärchen
1,Davolio,Nancy,10357,26,24.9,16,LILAS,LILA-Supermercado,CategoryName,Confections
1,Davolio,Nancy,10357,26,24.9,16,LILAS,LILA-Supermercado,SupplierName,Heli Süßwaren GmbH & Co. KG
1,Davolio,Nancy,10357,60,27.2,8,LILAS,LILA-Supermercado,ProductName,Camembert Pierrot
1,Davolio,Nancy,10357,60,27.2,8,LILAS,LILA-Supermercado,CategoryName,Dairy Products
1,Davolio,Nancy,10357,60,27.2,8,LILAS,LILA-Supermercado,SupplierName,Gai pâturage
1,Davolio,Nancy,10361,39,14.4,54,QUICK,QUICK-Stop,ProductName,Chartreuse verte
1,Davolio,Nancy,10361,39,14.4,54,QUICK,QUICK-Stop,CategoryName,Beverages
1,Davolio,Nancy,10361,39,14.4,54,QUICK,QUICK-Stop,SupplierName,Aux joyeux ecclésiastiques
1,Davolio,Nancy,10361,60,27.2,55,QUICK,QUICK-Stop,ProductName,Camembert Pierrot
1,Davolio,Nancy,10361,60,27.2,55,QUICK,QUICK-Stop,CategoryName,Dairy Products
1,Davolio,Nancy,10361,60,27.2,55,QUICK,QUICK-Stop,SupplierName,Gai pâturage
1,Davolio,Nancy,10364,69,28.8,30,EASTC,Eastern Connection,ProductName,Gudbrandsdalsost
1,Davolio,Nancy,10364,69,28.8,30,EASTC,Eastern Connection,CategoryName,Dairy Products
1,Davolio,Nancy,10364,69,28.8,30,EASTC,Eastern Connection,SupplierName,Norske Meierier
1,Davolio,Nancy,10364,71,17.2,5,EASTC,Eastern Connection,ProductName,Flotemysost
1,Davolio,Nancy,10364,71,17.2,5,EASTC,Eastern Connection,CategoryName,Dairy Products
1,Davolio,Nancy,10364,71,17.2,5,EASTC,Eastern Connection,SupplierName,Norske Meierier
1,Davolio,Nancy,10371,36,15.2,6,LAMAI,La maison d'Asie,ProductName,Inlagd Sill
1,Davolio,Nancy,10371,36,15.2,6,LAMAI,La maison d'Asie,CategoryName,Seafood
1,Davolio,Nancy,10371,36,15.2,6,LAMAI,La maison d'Asie,SupplierName,Svensk Sjöföda AB
1,Davolio,Nancy,10374,31,10,30,WOLZA,Wolski  Zajazd,ProductName,Gorgonzola Telino
1,Davolio,Nancy,10374,31,10,30,WOLZA,Wolski  Zajazd,CategoryName,Dairy Products
1,Davolio,Nancy,10374,31,10,30,WOLZA,Wolski  Zajazd,SupplierName,Formaggi Fortini s.r.l.
1,Davolio,Nancy,10374,58,10.6,15,WOLZA,Wolski  Zajazd,ProductName,Escargots de Bourgogne
1,Davolio,Nancy,10374,58,10.6,15,WOLZA,Wolski  Zajazd,CategoryName,Seafood
1,Davolio,Nancy,10374,58,10.6,15,WOLZA,Wolski  Zajazd,SupplierName,Escargots Nouveaux
1,Davolio,Nancy,10376,31,10,42,MEREP,Mère Paillarde,ProductName,Gorgonzola Telino
1,Davolio,Nancy,10376,31,10,42,MEREP,Mère Paillarde,CategoryName,Dairy Products
1,Davolio,Nancy,10376,31,10,42,MEREP,Mère Paillarde,SupplierName,Formaggi Fortini s.r.l.
1,Davolio,Nancy,10377,28,36.4,20,SEVES,Seven Seas Imports,ProductName,Rössle Sauerkraut
1,Davolio,Nancy,10377,28,36.4,20,SEVES,Seven Seas Imports,CategoryName,Produce
1,Davolio,Nancy,10377,28,36.4,20,SEVES,Seven Seas Imports,SupplierName,Plutzer Lebensmittelgroßmärkte AG
1,Davolio,Nancy,10377,39,14.4,20,SEVES,Seven Seas Imports,ProductName,Chartreuse verte
1,Davolio,Nancy,10377,39,14.4,20,SEVES,Seven Seas Imports,CategoryName,Beverages
1,Davolio,Nancy,10377,39,14.4,20,SEVES,Seven Seas Imports,SupplierName,Aux joyeux ecclésiastiques
1,Davolio,Nancy,10385,7,24,10,SPLIR,Split Rail Beer & Ale,ProductName,Uncle Bob's Organic Dried Pears
1,Davolio,Nancy,10385,7,24,10,SPLIR,Split Rail Beer & Ale,CategoryName,Produce
1,Davolio,Nancy,10385,7,24,10,SPLIR,Split Rail Beer & Ale,SupplierName,Grandma Kelly's Homestead
1,Davolio,Nancy,10385,60,27.2,20,SPLIR,Split Rail Beer & Ale,ProductName,Camembert Pierrot
1,Davolio,Nancy,10385,60,27.2,20,SPLIR,Split Rail Beer & Ale,CategoryName,Dairy Products
1,Davolio,Nancy,10385,60,27.2,20,SPLIR,Split Rail Beer & Ale,SupplierName,Gai pâturage
1,Davolio,Nancy,10385,68,10,8,SPLIR,Split Rail Beer & Ale,ProductName,Scottish Longbreads
1,Davolio,Nancy,10385,68,10,8,SPLIR,Split Rail Beer & Ale,CategoryName,Confections
1,Davolio,Nancy,10385,68,10,8,SPLIR,Split Rail Beer & Ale,SupplierName,"Specialty Biscuits, Ltd."
1,Davolio,Nancy,10387,24,3.6,15,SANTG,Santé Gourmet,ProductName,Guaraná Fantástica
1,Davolio,Nancy,10387,24,3.6,15,SANTG,Santé Gourmet,CategoryName,Beverages
1,Davolio,Nancy,10387,24,3.6,15,SANTG,Santé Gourmet,SupplierName,Refrescos Americanas LTDA
1,Davolio,Nancy,10387,28,36.4,6,SANTG,Santé Gourmet,ProductName,Rössle Sauerkraut
1,Davolio,Nancy,10387,28,36.4,6,SANTG,Santé Gourmet,CategoryName,Produce
1,Davolio,Nancy,10387,28,36.4,6,SANTG,Santé Gourmet,SupplierName,Plutzer Lebensmittelgroßmärkte AG
1,Davolio,Nancy,10387,59,44,12,SANTG,Santé Gourmet,ProductName,Raclette Courdavault
1,Davolio,Nancy,10387,59,44,12,SANTG,Santé Gourmet,CategoryName,Dairy Products
1,Davolio,Nancy,10387,59,44,12,SANTG,Santé Gourmet,SupplierName,Gai pâturage
1,Davolio,Nancy,10387,71,17.2,15,SANTG,Santé Gourmet,ProductName,Flotemysost
1,Davolio,Nancy,10387,71,17.2,15,SANTG,Santé Gourmet,CategoryName,Dairy Products
1,Davolio,Nancy,10387,71,17.2,15,SANTG,Santé Gourmet,SupplierName,Norske Meierier
1,Davolio,Nancy,10393,2,15.2,25,SAVEA,Save-a-lot Markets,ProductName,Chang
1,Davolio,Nancy,10393,2,15.2,25,SAVEA,Save-a-lot Markets,CategoryName,Beverages
1,Davolio,Nancy,10393,2,15.2,25,SAVEA,Save-a-lot Markets,SupplierName,Exotic Liquids
1,Davolio,Nancy,10393,14,18.6,42,SAVEA,Save-a-lot Markets,ProductName,Tofu
1,Davolio,Nancy,10393,14,18.6,42,SAVEA,Save-a-lot Markets,CategoryName,Produce
1,Davolio,Nancy,10393,14,18.6,42,SAVEA,Save-a-lot Markets,SupplierName,Mayumi's
1,Davolio,Nancy,10393,25,11.2,7,SAVEA,Save-a-lot Markets,ProductName,NuNuCa Nuß-Nougat-Creme
1,Davolio,Nancy,10393,25,11.2,7,SAVEA,Save-a-lot Markets,CategoryName,Confections
1,Davolio,Nancy,10393,25,11.2,7,SAVEA,Save-a-lot Markets,SupplierName,Heli Süßwaren GmbH & Co. KG
1,Davolio,Nancy,10393,26,24.9,70,SAVEA,Save-a-lot Markets,ProductName,Gumbär Gummibärchen
1,Davolio,Nancy,10393,26,24.9,70,SAVEA,Save-a-lot Markets,CategoryName,Confections
1,Davolio,Nancy,10393,26,24.9,70,SAVEA,Save-a-lot Markets,SupplierName,Heli Süßwaren GmbH & Co. KG
1,Davolio,Nancy,10393,31,10,32,SAVEA,Save-a-lot Markets,ProductName,Gorgonzola Telino
1,Davolio,Nancy,10393,31,10,32,SAVEA,Save-a-lot Markets,CategoryName,Dairy Products
1,Davolio,Nancy,10393,31,10,32,SAVEA,Save-a-lot Markets,SupplierName,Formaggi Fortini s.r.l.
1,Davolio,Nancy,10394,13,4.8,10,HUNGC,Hungry Coyote Import Store,ProductName,Konbu
1,Davolio,Nancy,10394,13,4.8,10,HUNGC,Hungry Coyote Import Store,CategoryName,Seafood
1,Davolio,Nancy,10394,13,4.8,10,HUNGC,Hungry Coyote Import Store,SupplierName,Mayumi's
1,Davolio,Nancy,10394,62,39.4,10,HUNGC,Hungry Coyote Import Store,ProductName,Tarte au sucre
1,Davolio,Nancy,10394,62,39.4,10,HUNGC,Hungry Coyote Import Store,CategoryName,Confections
1,Davolio,Nancy,10394,62,39.4,10,HUNGC,Hungry Coyote Import Store,SupplierName,Forêts d'érables
1,Davolio,Nancy,10396,23,7.2,40,FRANK,Frankenversand,ProductName,Tunnbröd
1,Davolio,Nancy,10396,23,7.2,40,FRANK,Frankenversand,CategoryName,Grains/Cereals
1,Davolio,Nancy,10396,23,7.2,40,FRANK,Frankenversand,SupplierName,PB Knäckebröd AB
1,Davolio,Nancy,10396,71,17.2,60,FRANK,Frankenversand,ProductName,Flotemysost
1,Davolio,Nancy,10396,71,17.2,60,FRANK,Frankenversand,CategoryName,Dairy Products
1,Davolio,Nancy,10396,71,17.2,60,FRANK,Frankenversand,SupplierName,Norske Meierier
1,Davolio,Nancy,10396,72,27.8,21,FRANK,Frankenversand,ProductName,Mozzarella di Giovanni
1,Davolio,Nancy,10396,72,27.8,21,FRANK,Frankenversand,CategoryName,Dairy Products
1,Davolio,Nancy,10396,72,27.8,21,FRANK,Frankenversand,SupplierName,Formaggi Fortini s.r.l.
1,Davolio,Nancy,10400,29,99,21,EASTC,Eastern Connection,ProductName,Thüringer Rostbratwurst
1,Davolio,Nancy,10400,29,99,21,EASTC,Eastern Connection,CategoryName,Meat/Poultry
1,Davolio,Nancy,10400,29,99,21,EASTC,Eastern Connection,SupplierName,Plutzer Lebensmittelgroßmärkte AG
1,Davolio,Nancy,10400,35,14.4,35,EASTC,Eastern Connection,ProductName,Steeleye Stout
1,Davolio,Nancy,10400,35,14.4,35,EASTC,Eastern Connection,CategoryName,Beverages
1,Davolio,Nancy,10400,35,14.4,35,EASTC,Eastern Connection,SupplierName,Bigfoot Breweries
1,Davolio,Nancy,10400,49,16,30,EASTC,Eastern Connection,ProductName,Maxilaku
1,Davolio,Nancy,10400,49,16,30,EASTC,Eastern Connection,CategoryName,Confections
1,Davolio,Nancy,10400,49,16,30,EASTC,Eastern Connection,SupplierName,Karkki Oy
1,Davolio,Nancy,10401,30,20.7,18,RATTC,Rattlesnake Canyon Grocery,ProductName,Nord-Ost Matjeshering
1,Davolio,Nancy,10401,30,20.7,18,RATTC,Rattlesnake Canyon Grocery,CategoryName,Seafood
1,Davolio,Nancy,10401,30,20.7,18,RATTC,Rattlesnake Canyon Grocery,SupplierName,Nord-Ost-Fisch Handelsgesellschaft mbH
1,Davolio,Nancy,10401,56,30.4,70,RATTC,Rattlesnake Canyon Grocery,ProductName,Gnocchi di nonna Alice
1,Davolio,Nancy,10401,56,30.4,70,RATTC,Rattlesnake Canyon Grocery,CategoryName,Grains/Cereals
1,Davolio,Nancy,10401,56,30.4,70,RATTC,Rattlesnake Canyon Grocery,SupplierName,Pasta Buttini s.r.l.
1,Davolio,Nancy,10401,65,16.8,20,RATTC,Rattlesnake Canyon Grocery,ProductName,Louisiana Fiery Hot Pepper Sauce
1,Davolio,Nancy,10401,65,16.8,20,RATTC,Rattlesnake Canyon Grocery,CategoryName,Condiments
1,Davolio,Nancy,10401,65,16.8,20,RATTC,Rattlesnake Canyon Grocery,SupplierName,New Orleans Cajun Delights
1,Davolio,Nancy,10401,71,17.2,60,RATTC,Rattlesnake Canyon Grocery,ProductName,Flotemysost
1,Davolio,Nancy,10401,71,17.2,60,RATTC,Rattlesnake Canyon Grocery,CategoryName,Dairy Products
1,Davolio,Nancy,10401,71,17.2,60,RATTC,Rattlesnake Canyon Grocery,SupplierName,Norske Meierier
1,Davolio,Nancy,10405,3,8,50,LINOD,LINO-Delicateses,ProductName,Aniseed Syrup
1,Davolio,Nancy,10405,3,8,50,LINOD,LINO-Delicateses,CategoryName,Condiments
1,Davolio,Nancy,10405,3,8,50,LINOD,LINO-Delicateses,SupplierName,Exotic Liquids
1,Davolio,Nancy,10453,48,10.2,15,AROUT,Around the Horn,ProductName,Chocolade
1,Davolio,Nancy,10453,48,10.2,15,AROUT,Around the Horn,CategoryName,Confections
1,Davolio,Nancy,10453,48,10.2,15,AROUT,Around the Horn,SupplierName,Zaanse Snoepfabriek
1,Davolio,Nancy,10453,70,12,25,AROUT,Around the Horn,ProductName,Outback Lager
1,Davolio,Nancy,10453,70,12,25,AROUT,Around the Horn,CategoryName,Beverages
1,Davolio,Nancy,10453,70,12,25,AROUT,Around the Horn,SupplierName,"Pavlova, Ltd."
1,Davolio,Nancy,10461,21,8,40,LILAS,LILA-Supermercado,ProductName,Sir Rodney's Scones
1,Davolio,Nancy,10461,21,8,40,LILAS,LILA-Supermercado,CategoryName,Confections
1,Davolio,Nancy,10461,21,8,40,LILAS,LILA-Supermercado,SupplierName,"Specialty Biscuits, Ltd."
1,Davolio,Nancy,10461,30,20.7,28,LILAS,LILA-Supermercado,ProductName,Nord-Ost Matjeshering
1,Davolio,Nancy,10461,30,20.7,28,LILAS,LILA-Supermercado,CategoryName,Seafood
1,Davolio,Nancy,10461,30,20.7,28,LILAS,LILA-Supermercado,SupplierName,Nord-Ost-Fisch Handelsgesellschaft mbH
1,Davolio,Nancy,10461,55,19.2,60,LILAS,LILA-Supermercado,ProductName,Pâté chinois
1,Davolio,Nancy,10461,55,19.2,60,LILAS,LILA-Supermercado,CategoryName,Meat/Poultry
1,Davolio,Nancy,10461,55,19.2,60,LILAS,LILA-Supermercado,SupplierName,Ma Maison
1,Davolio,Nancy,10465,24,3.6,25,VAFFE,Vaffeljernet,ProductName,Guaraná Fantástica
1,Davolio,Nancy,10465,24,3.6,25,VAFFE,Vaffeljernet,CategoryName,Beverages
1,Davolio,Nancy,10465,24,3.6,25,VAFFE,Vaffeljernet,SupplierName,Refrescos Americanas LTDA
1,Davolio,Nancy,10465,29,99,18,VAFFE,Vaffeljernet,ProductName,Thüringer Rostbratwurst
1,Davolio,Nancy,10465,29,99,18,VAFFE,Vaffeljernet,CategoryName,Meat/Poultry
1,Davolio,Nancy,10465,29,99,18,VAFFE,Vaffeljernet,SupplierName,Plutzer Lebensmittelgroßmärkte AG
1,Davolio,Nancy,10465,40,14.7,20,VAFFE,Vaffeljernet,ProductName,Boston Crab Meat
1,Davolio,Nancy,10465,40,14.7,20,VAFFE,Vaffeljernet,CategoryName,Seafood
1,Davolio,Nancy,10465,40,14.7,20,VAFFE,Vaffeljernet,SupplierName,New England Seafood Cannery
1,Davolio,Nancy,10465,45,7.6,30,VAFFE,Vaffeljernet,ProductName,Rogede sild
1,Davolio,Nancy,10465,45,7.6,30,VAFFE,Vaffeljernet,CategoryName,Seafood
